sample	plant	X0.6485	X0.6795	X0.6975	X0.7119	X0.7275	X0.7521	X0.7655	X0.773	X0.786	X0.7921	X0.7983	X0.8066	X0.821	X0.8288	X0.8373	X0.8506	X0.8585	X0.8651	X0.8722	X0.8791	X0.8917	X0.9023	X0.9146	X0.9278	X0.949	X0.96	X0.9662	X0.975	X0.9816	X0.99	X0.9965	X1.0075	X1.0184	X1.0272	X1.0405	X1.0549	X1.0649	X1.0734	X1.0914	X1.1015	X1.112	X1.1234	X1.1359	X1.1433	X1.1562	X1.1771	X1.1912	X1.2012	X1.2148	X1.2349	X1.2535	X1.2712	X1.2837	X1.2923	X1.2998	X1.3068	X1.314	X1.322	X1.3321	X1.3536	X1.3699	X1.3861	X1.4031	X1.4139	X1.4209	X1.4296	X1.4368	X1.4477	X1.4669	X1.4833	X1.4965	X1.5098	X1.523	X1.5362	X1.55	X1.5701	X1.5834	X1.6006	X1.619	X1.6337	X1.6479	X1.6688	X1.6775	X1.6878	X1.7035	X1.7184	X1.7341	X1.7576	X1.7714	X1.7801	X1.7915	X1.8054	X1.8177	X1.8318	X1.8424	X1.8546	X1.8663	X1.8814	X1.8949	X1.9111	X1.9294	X1.9425	X1.9514	X1.9587	X1.9651	X1.9724	X1.9886	X2.0032	X2.0164	X2.0279	X2.0424	X2.055	X2.0633	X2.078	X2.0923	X2.1065	X2.1286	X2.1404	X2.1543	X2.1689	X2.1855	X2.1992	X2.2138	X2.2288	X2.2443	X2.2569	X2.2772	X2.2921	X2.2989	X2.3079	X2.3266	X2.3419	X2.357	X2.3942	X2.4093	X2.417	X2.424	X2.4325	X2.4476	X2.465	X2.4784	X2.4919	X2.5117	X2.5389	X2.5541	X2.5825	X2.5979	X2.6114	X2.6255	X2.642	X2.6582	X2.6729	X2.7398	X2.7559	X2.7693	X2.7821	X2.7927	X2.8042	X2.818	X2.975	X3.0103	X3.0216	X3.0327	X3.0554	X3.0814	X3.0967	X3.1262	X3.1611	X3.1765	X3.1972	X3.2119	X3.2325	X3.2459	X3.253	X3.2684	X3.2786	X3.3037	X3.3175	X3.3422	X3.3678	X3.3855	X3.4038	X3.4209	X3.4289	X3.4364	X3.4496	X3.4617	X3.474	X3.4868	X3.5033	X3.5162	X3.5257	X3.5357	X3.545	X3.5577	X3.5693	X3.5806	X3.5945	X3.6088	X3.6174	X3.6282	X3.6399	X3.6476	X3.6605	X3.6682	X3.6801	X3.6874	X3.6959	X3.7048	X3.7219	X3.7268	X3.7347	X3.7472	X3.7576	X3.7706	X3.781	X3.7942	X3.805	X3.8112	X3.8207	X3.8423	X3.8552	X3.8745	X3.8936	X3.9118	X3.9258	X3.9492	X3.9613	X3.977	X4.0118	X4.0278	X4.0506	X4.08	X4.0941	X4.1135	X4.1231	X4.1373	X4.1465	X4.1597	X4.1678	X4.1776	X4.1904	X4.2005	X4.2139	X4.2257	X4.2695	X4.283	X4.2983	X4.3072	X4.3384	X4.361	X4.3731	X4.3808	X4.4001	X4.4141	X4.425	X4.4398	X4.4582	X4.4707	X4.4851	X4.4978	X4.5108	X4.543	X4.5782	X4.5927	X4.649	X4.6896	X4.7212	X4.8962	X4.9225	X4.9668	X4.9812	X5.0024	X5.0228	X5.0493	X5.0948	X5.1122	X5.1283	X5.1472	X5.1767	X5.1972	X5.2395	X5.2737	X5.2885	X5.302	X5.3116	X5.3261	X5.3384	X5.3487	X5.3613	X5.3732	X5.3845	X5.395	X5.4066	X5.4208	X5.4556	X5.5043	X5.5322	X5.5449	X5.5689	X5.6085	X5.6412	X5.6678	X5.6812	X5.6936	X5.7103	X5.7237	X5.7399	X5.7565	X5.773	X5.7939	X5.8048	X5.8247	X5.8313	X5.854	X5.8718	X5.8855	X5.896	X5.9041	X5.9118	X5.9187	X5.926	X5.9337	X5.9469	X5.9585	X5.9677	X5.9743	X5.9887	X6.0141	X6.0287	X6.0461	X6.0606	X6.0686	X6.076	X6.0889	X6.0975	X6.1075	X6.1182	X6.138	X6.1473	X6.1623	X6.1767	X6.1901	X6.1994	X6.2127	X6.2307	X6.2389	X6.2563	X6.2637	X6.2794	X6.294	X6.3144	X6.3361	X6.351	X6.3732	X6.3888	X6.3968	X6.4067	X6.4336	X6.4429	X6.4578	X6.4657	X6.4917	X6.5077	X6.5231	X6.5467	X6.5776	X6.5998	X6.6093	X6.6178	X6.6256	X6.6413	X6.6605	X6.6804	X6.6936	X6.7038	X6.7111	X6.7174	X6.7269	X6.7335	X6.7449	X6.762	X6.7744	X6.7846	X6.7947	X6.8273	X6.8473	X6.8717	X6.8877	X6.9057	X6.9194	X6.9387	X6.9589	X6.9724	X6.983	X6.9967	X7.048	X7.0765	X11.1972	X11.2086	X11.2301
3h1	3	0	2385.620879	710.3111296	57.97149287	59.92511855	105.0163354	173.3741544	173.3741544	379.7246374	869.5995982	190.3777332	3011.108567	1545.202167	601.6595647	3413.274928	2756.492205	0	961.0181637	4981.17189	3770.322848	2056.607482	297.257092	650.4348277	744.1541164	920.5967166	2044.133259	0	3574.483226	0	1837.032158	0	1947.472828	519.5912058	264.2314674	241.9415396	339.0601841	51.14779626	468.8693802	117.719999	0	201.3852974	195.1853971	135.3081398	199.1247497	344.8637065	215.4157452	0	0	0	0	40279.17637	1191.266308	769.2747578	1328.687348	1118.11002	434.0422255	0	283.7268678	944.1047941	251.3078186	260.6753888	66.0006752	841.9161117	1183.240685	485.8791183	75.48276832	195.7378449	104.4892688	394.5051861	154.1717438	346.9530058	476.8253238	404.5316923	310.904139	298.6241679	1201.746717	195.0472097	0	758.5171959	418.24801	263.3838205	219.633384	571.0057739	1781.170655	850.6670756	437.7660807	352.5083749	77.24709171	55.81054931	393.394771	377.9626771	701.465437	277.4142948	0	535.0631822	718.6467039	538.1482306	349.1289852	55.14386015	297.286872	292.1303871	435.5140314	287.4265786	0	418.7714346	0	120.1303114	1626.09047	366.0659398	236.166194	616.882882	223.3290488	1019.379009	888.6536415	507.0201292	212.5972931	5075.353467	0	564.7820065	551.4224691	238.642081	238.642081	0	102.7224196	82.4889601	83.02037765	297.3037664	349.4266555	75.49616272	569.830752	2030.392125	3110.753826	1430.977011	623.4333388	939.9117101	63.77866537	388.4624376	249.4270353	211.4370615	70.17985327	77.45899912	0	0	170.9356212	84.05143601	76.95632017	121.0169983	0	146.2195402	422.2843585	604.1269224	308.092226	23.36987195	245.6194068	255.5598583	0	905.9303874	1279.163174	329.6331168	0	0	0	0	0	0	0	64.9357316	0	194.6918587	96.23593433	0	299.9378117	2152.058283	2152.058283	213.9889458	245.1503952	0	89.02752003	85.85380015	56.5220606	739.9471954	2347.873733	181.3116803	190.8869526	122.475701	208.2410259	0	0	3009.656929	261.6501466	152.4643466	734.6307379	0	0	339.9694394	0	0	163.9176824	272.0721872	0	428.9368051	64.48028111	121.8579132	603.9209716	235.2418214	504.051551	1526.708367	126.060493	811.5772463	177.415675	391.6809479	359.0405278	120.0696128	0	1641.876138	840.2505741	109.010195	199.9435666	472.9416129	129.2664256	57.07513548	1106.715526	1479.237606	355.4792758	182.9881065	101.2765756	79.91039994	79.7289403	0	231.8494837	0	59.41606475	81.47258611	0	0	167.9634051	0	0	0	0	0	109.8863083	91.5740435	120.4756699	85.13203945	130.3288971	148.0931445	0	0	0	0	144.8332828	58.36349889	96.78258107	0	85.56723481	111.8081819	0	84.22507648	122.2740905	0	75.26993189	74.01707643	392.537162	408.8169916	197.5763373	56.70598705	191.1764888	0	59.58742563	82.38176684	0	101.6463966	0	52.86605173	59.31824925	76.4384954	209.2309422	54.62831126	0	0	21.59982607	0	162.2130043	0	265.6565891	350.314232	201.5207425	1356.126378	1294.055775	750.3750187	288.3221243	208.3921329	259.5028817	102.0732117	0	0	72.47235146	0	0	0	0	63.30363871	0	118.1290951	93.75731077	0	54.05788975	0	187.8363578	58.5157466	219.455808	544.5548183	0	633.9126328	400.0658533	200.7186958	581.8583048	495.0549043	1193.915246	1590.954634	2644.897484	98.04227649	617.2203354	61.08491572	95.14553272	118.2185489	118.2185489	54.64237831	132.3072523	160.5485613	329.0300441	0	145.1533817	235.433729	0	0	108.5007043	159.3650317	62.58679863	0	400.6422428	0	237.1144039	53.38804443	86.88539681	0	300.1285067	732.5214903	523.1215753	305.5519666	344.114291	76.29446403	0	173.5219995	89.85978741	0	258.1003306	177.263968	100.6825671	618.0561469	113.5948493	310.5712868	132.3376635	161.1057315	70.25567742	0	181.0955801	0	254.3414758	75.1208737	365.12209	700.4852429	119.827386	150.9259993	59.8197388	601.1962576	0	0	874.7327732	673.2740926	218.0529084	69.36083695	91.2691673	94.81680096	0	62.41247153	58.12892449	1012.49227	0	0	0	0	53.90554099	0	0	0	0	0	119.0548399	63.12190266
3h2	3	94.99945723	2870.150333	814.1147235	0	0	112.427523	204.601893	82.26911391	0	741.3149833	0	3046.991162	1699.82489	664.4116171	2720.819613	2045.804033	6333.481054	0	7965.568491	2414.795453	1172.477867	302.165219	953.1034322	1060.007652	3890.632139	5229.207001	6686.805736	12548.55557	2723.003218	6789.7659	0	2198.039544	680.7065297	251.0854283	143.94374	340.6138148	67.77352687	360.3191395	121.303098	141.8757968	197.3568599	131.5436888	124.0041074	183.6236338	437.0598707	221.8877031	0	0	0	2438.815697	38520.74599	2855.412542	371.7668921	1041.877348	6973.961896	1362.430186	0	231.0675586	982.601004	576.1118355	73.98774616	0	740.8833662	1075.331263	448.1568118	104.2932607	245.4894628	144.187556	604.736549	107.9775771	273.8978112	416.4450969	376.2800053	274.2062414	689.8513185	725.8489203	69.24250761	755.6051082	722.7442245	531.6521302	191.9804558	1029.175478	85.73608118	1865.687928	967.9527078	428.9006142	204.8731695	57.84452835	121.2890702	590.3247612	91.09781026	381.4899734	520.6607024	317.8847732	803.8572461	700.0473769	310.2267945	100.4172071	84.60852207	110.8665634	499.0880316	683.3748613	0	598.2931183	0	216.1134228	364.1695363	1106.906632	561.7976778	2161.840128	3720.237753	0	3195.052374	3353.703622	2278.627865	577.453366	5250.362984	0	658.0009431	688.229472	372.8885718	71.12489079	0	390.2890403	681.0204569	765.0523324	396.0610395	1598.462669	0	3713.18294	3994.377013	3192.65394	1265.336137	642.1034492	979.6773637	101.3349454	412.8391485	399.6503766	307.4780621	125.093563	0	0	0	185.6407889	72.21285919	0	0	0	0	0	839.2516069	424.002181	159.2009288	643.2913467	117.8497117	185.728675	3820.63501	4871.971539	1067.529738	61.84302813	382.2716215	84.67691281	68.5547516	50.67580241	85.62169645	87.54112728	72.7396864	0	100.1582991	57.8792121	0	204.5496292	1967.968937	118.1389676	223.9171897	75.35361316	72.84676968	164.9471072	107.3888428	63.40931589	740.9795132	3072.585207	363.7036786	0	121.9784362	93.2606175	745.8401256	384.5797887	4309.311917	1037.694557	809.1309637	457.5454441	206.760559	416.623126	235.6800859	0	648.5408976	1278.166112	415.6502416	117.7262298	692.2047735	770.15549	0	772.0990153	581.1995619	1659.353253	0	68.74270333	967.8167699	67.77555376	723.3672298	436.5333785	486.2815308	411.4346794	1830.116179	1385.412114	135.4030875	83.16803337	1050.738501	226.8782829	361.5147557	1713.20333	954.9392464	382.8382286	486.4237538	364.3209564	404.9755125	244.6733602	189.3322826	1861.925166	0	0	73.27368509	0	0	228.5172481	0	423.9193573	397.0495425	54.87068083	0	497.9327605	524.0374278	583.7247683	578.0308608	1115.589344	1128.146899	0	0	58.92521402	123.7632156	389.4764213	985.2682553	256.8749536	0	0	98.76692266	59.69598506	98.90345828	102.4622591	0	0	65.99444153	285.4875863	297.8893442	198.0582957	0	215.9717137	0	86.63333874	96.49209044	0	111.6121328	0	51.23910042	0	0	133.376469	76.48826526	0	105.0238113	0	133.8408862	502.978354	282.0605416	1206.974102	1529.594092	0	2870.044034	5499.21576	3645.42159	1246.265866	953.5071647	1001.77117	313.23474	85.11286892	73.50524081	64.66926301	0	0	57.18909173	0	51.96064334	0	211.2105853	66.78331539	0	67.29463632	50.98463134	262.5626646	91.77985782	135.1237897	490.1069997	125.5071852	655.7276057	435.0348038	141.7026326	666.2237802	660.5086455	1495.563603	1843.929961	2929.68371	0	1120.296903	105.4600092	151.9784548	82.50548412	82.50548412	122.266124	150.1547465	144.3871406	458.7058667	194.3297667	112.615561	0	548.2532619	103.3620132	100.7104752	55.70513874	192.4074046	216.2715118	486.8411424	67.17040127	275.0746899	117.1899411	57.21538898	77.03614415	0	965.3969034	392.3786847	331.8632541	411.4186668	0	66.48570594	203.7703823	134.7836577	0	320.5291617	209.8801062	154.3531282	637.4505793	245.5000538	565.660814	177.9652989	306.3366623	111.707687	151.0073366	179.942804	80.8880643	107.8671696	256.6788626	499.6344701	927.0064211	243.4903009	147.0436225	56.94391067	933.6031989	214.3737921	320.5110013	981.4499027	888.4584394	318.4291773	0	143.812299	133.6449473	0	253.0916883	162.8467917	1268.806858	72.89334287	0	0	77.70353424	51.89979191	226.8064912	0	0	0	0	106.8510581	0
3h3	3	67.23655835	2409.281274	739.757773	0	55.76350203	79.44670984	156.4460053	124.2299324	0	663.3761839	209.8104824	2934.553876	1547.497874	705.4139519	1938.871023	1452.755484	4178.984466	884.7593994	5790.728243	3348.709583	1789.398902	300.6985396	775.4060196	943.5158324	998.4218437	1909.260187	1755.924155	4355.098902	718.4281326	2231.203902	0	2133.747267	256.2453019	218.1592149	156.9863389	334.6352545	81.98876308	235.4466981	130.6790508	51.72286656	201.9514329	118.5856812	163.3066702	98.178997	321.7998257	198.3417874	87.87122287	0	0	0	48534.47897	1625.24554	672.1223024	1236.057621	1903.151522	0	0	785.7875844	809.1157933	0	99.81925324	116.7994742	775.5154883	1108.530258	359.948067	95.15488893	327.2475584	171.3738271	490.5605069	123.0827223	239.3509351	299.0384628	328.1261562	249.0127481	431.9819965	956.222813	60.93564714	217.5990296	785.9982814	849.3408584	335.3613937	322.5102624	0	2141.944287	882.2100808	423.4778306	131.1559256	54.83833394	0	475.651983	96.18088605	384.3487109	550.7934829	431.5859836	761.8721753	664.3077017	494.3093321	536.3270926	361.8914383	234.8280696	782.5080624	1070.460375	152.0447034	774.142114	144.6860802	409.7902797	503.7150398	1230.575435	479.0916046	787.8317204	1289.402205	89.36867542	1023.511642	1049.014609	675.6697805	144.3950873	5886.108071	0	722.1451168	797.8851477	399.1868744	92.27692578	39.71574982	441.428546	663.5020146	599.3877005	464.4597695	758.9539561	0	1111.171658	2520.705905	3681.046237	1619.233102	644.5581835	973.8093894	169.7854015	421.7651832	712.8200474	567.7777078	201.3499562	0	0	0	0	0	158.4028022	362.1087089	231.5208723	614.8154668	1217.727517	1424.105596	732.3546104	85.22179675	460.4532352	346.9818584	124.9674661	1105.079551	1634.200506	365.8482864	25.33610825	136.0352291	111.1941602	0	79.27306688	199.2301251	237.6007971	0	60.22990869	0	646.8368938	0	214.1912626	1773.798695	162.7190904	175.7361868	0	228.900709	287.4361982	56.7187626	72.98260935	733.0453581	2670.293071	358.6457835	0	605.1971744	637.0873482	986.8726249	371.6512304	7475.696572	1582.949537	0	1714.700174	1084.715196	527.7633708	249.3190086	237.9714713	1181.258884	1198.336607	295.394906	0	175.1070822	243.9734952	0	390.1650295	62.24458377	1434.373785	0	94.9621399	312.1589533	193.9691906	0	83.22423276	118.3934138	96.76439769	0	1397.470643	0	83.64998896	3641.559105	192.5985805	1420.724264	1418.448284	754.431802	295.4159578	215.423728	90.47926509	52.3770444	73.79045499	0	479.2907769	0	0	0	0	0	0	0	110.5025326	113.6497442	54.98770703	0	0	0	0	116.8142241	326.9039616	314.146934	0	0	0	97.98129326	256.0268856	68.79415019	74.5384632	0	0	72.47705335	92.85793255	123.4599555	93.28119936	52.24843738	0	86.55129263	308.3712163	320.253197	166.4975048	0	202.1707961	0	69.9434845	0	72.64510325	0	0	146.9199966	86.01770733	0	112.2233786	61.84627981	0	73.23033693	0	0	149.6788896	114.2272782	298.8609402	568.534587	255.4673104	1281.841277	1992.939584	1262.919655	452.015343	378.7443274	263.6370333	85.2210762	84.42547781	99.48087483	71.6284657	103.7641968	0	0	0	0	0	0	0	0	0	76.2338092	432.3048389	473.6469364	0	0	0	59.99323401	41.29507126	75.75624536	0	869.0525603	4084.116948	2697.285532	3264.612945	0	2827.733766	244.7465694	204.922827	291.3857815	57.96532549	134.2161602	171.6345435	58.93576362	147.5789582	486.2018506	207.2537811	0	736.3757692	176.2831625	183.3025084	153.0066047	371.3133554	395.2689477	748.158893	75.39584902	225.5902464	174.2804041	102.4289649	82.98346107	98.59167041	855.1009052	252.7652017	416.4609895	312.5893566	0	182.2576361	0	0	0	0	0	0	67.86168472	0	462.6854897	0	1095.879947	0	562.8831147	237.1833422	562.1709925	135.0482128	536.7604051	416.1010235	1351.787562	779.8750893	0	0	1441.473042	325.9084056	566.415602	1165.413568	840.7757282	311.5747429	85.09741463	105.427074	0	0	325.4332458	189.0620995	1236.170365	53.42739688	66.47910578	0	68.23696171	0	1153.662771	0	0	0	0	164.2384015	0
5h1	5	0	2524.030818	1019.889645	0	144.9728285	240.0073377	240.0073377	410.4843378	0	4719.567286	4719.567286	12779.49489	5264.52952	1493.894757	5787.915763	3190.886969	6050.473012	1219.25608	4075.652081	10511.1665	5860.089929	368.1175235	634.2070375	760.3387686	1930.286312	3750.643445	3038.304538	8055.964009	1398.155746	4062.352661	301.9508505	4385.784215	0	1309.437752	252.5217974	232.1976103	98.75653663	203.8798851	207.1848436	0	147.7614385	207.6037666	227.9502859	275.4721671	413.9308517	529.5043973	354.1688678	110.1538922	0	0	55471.1514	2374.43545	2682.332946	11874.81243	1070.495206	530.0505085	0	694.5793041	1168.708579	165.985333	33.33145125	33.33145125	6594.411417	10857.21461	378.7149018	997.6185256	160.4129674	213.2408425	598.7225846	273.0070359	517.8481863	592.3436564	490.1652994	368.1742755	290.4023376	1904.251441	749.327925	596.4480283	1048.990942	889.8368154	519.992353	952.073967	0	9356.990428	1116.927067	560.6218561	93.36316627	108.5291322	108.5291322	482.2894716	257.1979204	582.929417	704.0970761	341.0702193	536.002521	279.4650504	686.3534795	0	0	98.38345296	631.5737991	982.7671049	112.4896928	920.9916061	91.35806717	352.0792055	323.5048653	1544.106095	425.0616201	1000.773781	1908.261039	138.5758029	1915.872697	1919.211793	1336.585097	363.2496593	6208.025707	67.58390591	712.985175	722.8779701	396.2425899	50.35352561	0	356.7034678	492.8337195	498.9708668	556.2886486	1091.300031	0	1801.572925	3627.286646	5065.698182	2319.001606	764.3859777	1072.623831	0	546.6113611	826.1832789	572.598814	185.5111847	71.69895293	0	52.4563421	196.6015859	120.6586408	74.56715312	0	0	390.855432	1276.961769	1581.70778	840.4937913	76.29330804	503.1057301	386.8495066	110.0016117	1915.000244	2797.117115	682.0944126	202.5662495	126.4964073	118.3826897	0	111.0370643	164.0320477	173.8276563	55.51034976	68.23434701	90.91313554	0	39.84701618	349.0893223	2492.265368	182.4514775	232.5200764	80.81461453	147.8778996	258.5811152	58.71644269	180.8376861	1129.532981	3345.193875	311.6378596	0	420.0277736	417.163649	715.0487653	332.1289251	4276.158651	1607.059959	1494.116196	0	971.3526665	687.5867405	282.0470427	65.14127453	485.9998784	696.8295	131.045251	51.28056225	338.2860693	0	277.0323113	314.2337745	772.3753919	1933.411265	0	0	1103.219203	68.11759321	805.0229291	117.8617629	244.3005627	168.8393672	1048.673869	2033.298915	235.4013269	241.5114756	1625.249868	323.6899294	141.5539914	1880.591759	1453.231435	621.7325764	296.7811707	207.7997887	101.4827424	69.57432673	62.05955942	638.4715534	0	0	80.17442607	74.22278358	0	225.0277588	50.69836819	350.832492	367.8778544	85.41082506	0	326.2106354	195.551017	265.0389557	282.2227196	462.4502145	506.4018738	0	0	51.09731357	0	422.9232788	192.8779942	126.2132512	0	55.85147622	135.8391985	153.9587411	94.6412513	154.8401705	79.91800631	0	97.92082055	570.8327202	613.2288206	1872.823553	32.30123742	169.3862285	0	620.0718554	62.83345594	0	62.25065986	57.40111973	60.89487705	0	0	155.0804921	0	60.79849845	104.9018911	0	69.21646931	265.7450665	75.48880707	546.7028391	797.0127799	169.5475562	1852.090374	3182.700899	2106.343108	747.5852997	559.1898939	577.0259967	212.252432	55.90759307	0	79.77297309	119.4986633	0	0	0	65.62420301	0	157.2723632	108.7441633	0	92.86343145	97.39156247	396.2813828	317.9620603	56.14368162	94.42649543	253.6319226	618.5785854	210.5441855	266.4667451	523.2719974	1103.968405	3456.627118	4002.32549	3332.784709	0	1612.327799	134.5292459	226.8751297	177.3558412	177.3558412	79.19553715	157.7124539	201.6527295	205.0174795	649.5386166	188.5767473	0	868.6145834	199.3055208	175.1255729	157.6086691	300.2377746	428.2027928	770.2194266	92.47867361	307.5385366	200.0919427	205.440729	76.64651719	219.7164638	942.8271334	391.0985516	390.1954567	474.1040068	67.59839683	131.0969755	367.2193099	154.3033221	119.3388428	310.2167267	113.7869647	203.4931588	417.6959604	228.6783468	720.1007725	56.41154542	498.3378828	52.40906922	200.8830298	230.0122522	514.4678653	225.6719834	269.2046487	595.5528422	1742.063229	647.7980492	99.71247921	0	1695.143222	263.8690174	777.837431	1299.154462	1006.936304	399.3611266	64.03949142	141.8273874	193.8849012	61.17213295	346.9625878	246.1403785	1360.024408	96.59869909	0	0	101.8172662	0	388.2880814	0	0	0	0	224.7481922	0
5h2	5	0	2181.743398	878.3122567	0	128.8064879	242.7562855	242.7562855	303.5568042	0	4066.02265	4066.02265	11102.02437	4548.965298	1300.120835	5075.440724	2833.777835	5810.44305	924.1455483	4650.084817	9969.312105	4803.651632	285.4957074	578.9144345	702.7269726	2539.949608	4264.24202	4582.769278	9610.746479	2147.440374	4851.265392	251.8319715	3908.251998	0	1107.154098	153.6183262	131.3673061	55.19891528	139.9260716	185.261573	0	138.4688184	183.9091551	172.6947155	223.4538936	356.1521498	428.8861649	320.9152928	143.5198505	0	1558.551953	48945.5147	1710.329169	2677.570473	10483.87643	1762.315699	721.0859117	0	459.4035352	1200.936915	325.0011317	0	0	5638.912809	9755.060282	311.9946292	877.941404	139.8008052	218.1175015	530.7355951	252.0186931	446.3282615	487.7672893	395.9899476	275.003089	325.8844036	1664.294518	760.8856595	559.4286318	687.5715908	782.3585665	373.541672	955.985595	0	7700.083812	992.6359911	519.2481126	109.8924347	103.4325463	103.4325463	398.3556234	217.9776273	504.7718608	610.9229994	275.4357097	382.7495661	150.2021901	488.3820065	0	0	84.46385997	432.9880395	653.9446366	0	619.0196261	58.26807368	233.5578418	370.9718991	1346.375826	428.0062056	1450.314328	2520.805194	0	2101.065864	2033.281651	1479.666281	389.940722	4379.505208	59.09810313	549.8248171	575.4985677	210.5610354	210.5610354	0	250.799469	411.8103654	445.1013691	381.6248051	1163.775439	0	2433.53521	3436.50193	4039.868957	1768.867522	525.5267989	757.0331022	0	375.6223393	567.7558357	401.51804	140.4381532	0	0	0	126.8190112	61.33550398	0	229.711319	148.5892431	411.8467892	871.4323571	1074.727594	548.7404778	120.1690998	544.6678308	286.3956419	205.4539519	2518.210338	3353.1847	757.791435	0	150.2176871	57.71220287	0	83.44781246	107.7204343	126.4446988	0	64.9471344	77.09180874	915.5864595	915.5864595	310.4763921	2167.003354	101.27462	225.8208319	81.52374324	116.3424255	186.0183177	47.90802631	151.7691007	1003.780794	2924.955607	237.3482465	0	276.668	287.0869464	532.9996534	238.2918633	3454.628037	1111.472378	1065.802094	0	753.1684326	504.0298576	0	0	567.2031274	890.6213721	261.0712718	0	536.162688	497.429031	0	620.7666457	399.4234899	1739.587974	0	0	709.4543417	70.14926235	550.5395619	98.23460961	302.8938738	243.5253523	517.3125345	1342.257759	148.6476818	202.9012184	1338.015271	271.4466006	139.2136183	1698.667465	1297.546355	542.3153845	341.5826855	260.5226335	190.9788627	70.32183557	0	292.2757722	0	0	80.87299816	58.19318667	0	186.2834754	0	354.9760621	375.9995216	54.7809241	0	369.4983196	354.899601	390.6349133	414.1083221	723.2811606	765.5903521	0	0	51.38118781	75.56531334	622.0879049	302.7614193	298.5768759	0	0	107.7065666	141.764158	107.5365271	126.6212313	63.49803618	0	65.4944253	341.2900743	359.8243502	1648.302316	0	146.9874079	0	572.2896621	0	0	0	0	53.97493506	0	0	125.6682602	0	311.9850568	96.00072002	0	88.43095	269.3480643	158.7497901	741.4800723	964.9646668	189.7245882	2287.902927	4088.147189	2619.472103	902.2490567	747.8053587	681.4316977	223.214346	72.92605278	55.34504682	0	66.18936895	0	0	0	0	0	141.576983	77.09005961	0	83.83912274	85.65924804	285.5025503	244.5493418	0	189.3989082	52.46314113	359.796864	119.7298648	166.3706964	318.8635411	760.2632737	2481.029002	2552.581179	2391.05407	0	1287.261481	119.2550626	186.2212163	137.0835021	137.0835021	84.82225582	126.5914629	108.5154722	148.8204934	399.7309555	99.23970402	0	570.8567716	131.0935014	138.8181348	122.2150825	237.7399274	291.4857784	599.4536796	68.34916922	290.0908392	134.4955944	146.7713882	58.39977227	197.8547386	786.1235497	333.4931527	276.7877243	432.7508466	0	0	0	0	0	192.3244539	66.404146	134.0617628	222.2423695	161.317328	495.146136	0	403.6185055	0	184.7065338	150.2884403	481.720686	139.0109437	302.9964766	388.3090846	1142.146363	495.1872216	53.8563001	0	1151.323963	192.3391198	518.0005271	898.903958	714.0077057	275.585076	0	93.26291524	91.36628769	0	239.9258292	0	0	0	0	0	0	0	0	0	0	0	0	170.8657295	0
